original_file,resampled_path,original_sample_rate,target_sample_rate,duration_sec
data\raw\gary_stafford\real\gs_00372.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00372.wav,16000,16000,5.9030625
data\raw\gary_stafford\real\gs_00373.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00373.wav,16000,16000,4.4540625
data\raw\gary_stafford\real\gs_00374.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00374.wav,16000,16000,4.744
data\raw\gary_stafford\real\gs_00375.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00375.wav,16000,16000,5.932
data\raw\gary_stafford\real\gs_00376.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00376.wav,16000,16000,4.046
data\raw\gary_stafford\real\gs_00377.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00377.wav,16000,16000,4.166
data\raw\gary_stafford\real\gs_00378.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00378.wav,16000,16000,7.4840625
data\raw\gary_stafford\real\gs_00379.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00379.wav,16000,16000,5.222
data\raw\gary_stafford\real\gs_00380.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00380.wav,16000,16000,3.4390625
data\raw\gary_stafford\real\gs_00381.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00381.wav,16000,16000,3.774
data\raw\gary_stafford\real\gs_00382.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00382.wav,16000,16000,6.843
data\raw\gary_stafford\real\gs_00383.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00383.wav,16000,16000,4.0780625
data\raw\gary_stafford\real\gs_00384.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00384.wav,16000,16000,4.1890625
data\raw\gary_stafford\real\gs_00385.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00385.wav,16000,16000,4.2080625
data\raw\gary_stafford\real\gs_00386.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00386.wav,16000,16000,4.676
data\raw\gary_stafford\real\gs_00387.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00387.wav,16000,16000,4.1490625
data\raw\gary_stafford\real\gs_00388.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00388.wav,16000,16000,5.014
data\raw\gary_stafford\real\gs_00389.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00389.wav,16000,16000,2.68
data\raw\gary_stafford\real\gs_00390.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00390.wav,16000,16000,2.874
data\raw\gary_stafford\real\gs_00391.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00391.wav,16000,16000,7.1750625
data\raw\gary_stafford\real\gs_00392.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00392.wav,16000,16000,2.8290625
data\raw\gary_stafford\real\gs_00393.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00393.wav,16000,16000,12.5260625
data\raw\gary_stafford\real\gs_00394.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00394.wav,16000,16000,3.2190625
data\raw\gary_stafford\real\gs_00395.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00395.wav,16000,16000,7.8480625
data\raw\gary_stafford\real\gs_00396.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00396.wav,16000,16000,5.1530625
data\raw\gary_stafford\real\gs_00397.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00397.wav,16000,16000,8.9070625
data\raw\gary_stafford\real\gs_00398.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00398.wav,16000,16000,3.45
data\raw\gary_stafford\real\gs_00399.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00399.wav,16000,16000,5.582
data\raw\gary_stafford\real\gs_00400.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00400.wav,16000,16000,3.155
data\raw\gary_stafford\real\gs_00401.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00401.wav,16000,16000,4.183
data\raw\gary_stafford\real\gs_00402.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00402.wav,16000,16000,7.2260625
data\raw\gary_stafford\real\gs_00403.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00403.wav,16000,16000,7.5390625
data\raw\gary_stafford\real\gs_00404.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00404.wav,16000,16000,6.7590625
data\raw\gary_stafford\real\gs_00405.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00405.wav,16000,16000,3.1650625
data\raw\gary_stafford\real\gs_00406.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00406.wav,16000,16000,2.661
data\raw\gary_stafford\real\gs_00407.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00407.wav,16000,16000,2.7470625
data\raw\gary_stafford\real\gs_00408.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00408.wav,16000,16000,7.987
data\raw\gary_stafford\real\gs_00409.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00409.wav,16000,16000,9.114
data\raw\gary_stafford\real\gs_00410.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00410.wav,16000,16000,7.383
data\raw\gary_stafford\real\gs_00411.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00411.wav,16000,16000,9.262
data\raw\gary_stafford\real\gs_00412.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00412.wav,16000,16000,2.791
data\raw\gary_stafford\real\gs_00413.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00413.wav,16000,16000,4.3980625
data\raw\gary_stafford\real\gs_00414.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00414.wav,16000,16000,7.1960625
data\raw\gary_stafford\real\gs_00415.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00415.wav,16000,16000,3.531
data\raw\gary_stafford\real\gs_00416.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00416.wav,16000,16000,6.452
data\raw\gary_stafford\real\gs_00417.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00417.wav,16000,16000,4.18
data\raw\gary_stafford\real\gs_00418.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00418.wav,16000,16000,4.0480625
data\raw\gary_stafford\real\gs_00419.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00419.wav,16000,16000,3.061
data\raw\gary_stafford\real\gs_00420.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00420.wav,16000,16000,2.771
data\raw\gary_stafford\real\gs_00421.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00421.wav,16000,16000,5.1690625
data\raw\gary_stafford\real\gs_00422.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00422.wav,16000,16000,9.952
data\raw\gary_stafford\real\gs_00423.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00423.wav,16000,16000,5.2340625
data\raw\gary_stafford\real\gs_00424.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00424.wav,16000,16000,4.482
data\raw\gary_stafford\real\gs_00425.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00425.wav,16000,16000,3.822
data\raw\gary_stafford\real\gs_00426.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00426.wav,16000,16000,2.76
data\raw\gary_stafford\real\gs_00427.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00427.wav,16000,16000,3.245
data\raw\gary_stafford\real\gs_00428.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00428.wav,16000,16000,4.603
data\raw\gary_stafford\real\gs_00429.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00429.wav,16000,16000,3.024
data\raw\gary_stafford\real\gs_00430.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00430.wav,16000,16000,2.542
data\raw\gary_stafford\real\gs_00431.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00431.wav,16000,16000,9.4550625
data\raw\gary_stafford\real\gs_00432.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00432.wav,16000,16000,2.9560625
data\raw\gary_stafford\real\gs_00433.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00433.wav,16000,16000,5.9190625
data\raw\gary_stafford\real\gs_00434.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00434.wav,16000,16000,2.7790625
data\raw\gary_stafford\real\gs_00435.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00435.wav,16000,16000,3.4420625
data\raw\gary_stafford\real\gs_00436.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00436.wav,16000,16000,2.6520625
data\raw\gary_stafford\real\gs_00437.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00437.wav,16000,16000,4.0360625
data\raw\gary_stafford\real\gs_00438.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00438.wav,16000,16000,8.821
data\raw\gary_stafford\real\gs_00439.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00439.wav,16000,16000,2.601
data\raw\gary_stafford\real\gs_00440.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00440.wav,16000,16000,2.611
data\raw\gary_stafford\real\gs_00441.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00441.wav,16000,16000,3.2680625
data\raw\gary_stafford\real\gs_00442.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00442.wav,16000,16000,3.483
data\raw\gary_stafford\real\gs_00443.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00443.wav,16000,16000,7.422
data\raw\gary_stafford\real\gs_00444.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00444.wav,16000,16000,7.422
data\raw\gary_stafford\real\gs_00445.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00445.wav,16000,16000,5.522
data\raw\gary_stafford\real\gs_00446.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00446.wav,16000,16000,5.833
data\raw\gary_stafford\real\gs_00447.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00447.wav,16000,16000,5.833
data\raw\gary_stafford\real\gs_00448.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00448.wav,16000,16000,5.122
data\raw\gary_stafford\real\gs_00449.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00449.wav,16000,16000,5.2570625
data\raw\gary_stafford\real\gs_00450.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00450.wav,16000,16000,4.8030625
data\raw\gary_stafford\real\gs_00451.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00451.wav,16000,16000,3.5560625
data\raw\gary_stafford\real\gs_00452.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00452.wav,16000,16000,3.24
data\raw\gary_stafford\real\gs_00453.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00453.wav,16000,16000,5.2560625
data\raw\gary_stafford\real\gs_00454.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00454.wav,16000,16000,2.88
data\raw\gary_stafford\real\gs_00455.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00455.wav,16000,16000,4.6480625
data\raw\gary_stafford\real\gs_00456.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00456.wav,16000,16000,2.505
data\raw\gary_stafford\real\gs_00457.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00457.wav,16000,16000,5.103
data\raw\gary_stafford\real\gs_00458.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00458.wav,16000,16000,5.754
data\raw\gary_stafford\real\gs_00459.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00459.wav,16000,16000,2.721
data\raw\gary_stafford\real\gs_00460.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00460.wav,16000,16000,8.566
data\raw\gary_stafford\real\gs_00461.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00461.wav,16000,16000,3.2860625
data\raw\gary_stafford\real\gs_00462.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00462.wav,16000,16000,6.2690625
data\raw\gary_stafford\real\gs_00463.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00463.wav,16000,16000,4.842
data\raw\gary_stafford\real\gs_00464.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00464.wav,16000,16000,3.5780625
data\raw\gary_stafford\real\gs_00465.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00465.wav,16000,16000,5.1150625
data\raw\gary_stafford\real\gs_00466.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00466.wav,16000,16000,2.6280625
data\raw\gary_stafford\real\gs_00467.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00467.wav,16000,16000,4.4990625
data\raw\gary_stafford\real\gs_00468.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00468.wav,16000,16000,3.8480625
data\raw\gary_stafford\real\gs_00469.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00469.wav,16000,16000,5.544
data\raw\gary_stafford\real\gs_00470.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00470.wav,16000,16000,2.8330625
data\raw\gary_stafford\real\gs_00471.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00471.wav,16000,16000,3.051
data\raw\gary_stafford\real\gs_00472.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00472.wav,16000,16000,5.5240625
data\raw\gary_stafford\real\gs_00473.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00473.wav,16000,16000,2.7520625
data\raw\gary_stafford\real\gs_00474.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00474.wav,16000,16000,4.729
data\raw\gary_stafford\real\gs_00475.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00475.wav,16000,16000,6.481
data\raw\gary_stafford\real\gs_00476.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00476.wav,16000,16000,3.4690625
data\raw\gary_stafford\real\gs_00477.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00477.wav,16000,16000,2.8880625
data\raw\gary_stafford\real\gs_00478.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00478.wav,16000,16000,3.581
data\raw\gary_stafford\real\gs_00479.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00479.wav,16000,16000,3.3570625
data\raw\gary_stafford\real\gs_00480.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00480.wav,16000,16000,5.1560625
data\raw\gary_stafford\real\gs_00481.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00481.wav,16000,16000,2.6790625
data\raw\gary_stafford\real\gs_00482.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00482.wav,16000,16000,8.9070625
data\raw\gary_stafford\real\gs_00483.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00483.wav,16000,16000,2.78
data\raw\gary_stafford\real\gs_00484.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00484.wav,16000,16000,4.452
data\raw\gary_stafford\real\gs_00485.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00485.wav,16000,16000,6.574
data\raw\gary_stafford\real\gs_00486.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00486.wav,16000,16000,3.387
data\raw\gary_stafford\real\gs_00487.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00487.wav,16000,16000,3.2180625
data\raw\gary_stafford\real\gs_00488.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00488.wav,16000,16000,4.271
data\raw\gary_stafford\real\gs_00489.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00489.wav,16000,16000,3.0090625
data\raw\gary_stafford\real\gs_00490.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00490.wav,16000,16000,3.2470625
data\raw\gary_stafford\real\gs_00491.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00491.wav,16000,16000,3.03
data\raw\gary_stafford\real\gs_00492.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00492.wav,16000,16000,3.2950625
data\raw\gary_stafford\real\gs_00493.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00493.wav,16000,16000,4.484
data\raw\gary_stafford\real\gs_00494.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00494.wav,16000,16000,3.697
data\raw\gary_stafford\real\gs_00495.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00495.wav,16000,16000,3.496
data\raw\gary_stafford\real\gs_00496.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00496.wav,16000,16000,4.5690625
data\raw\gary_stafford\real\gs_00497.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00497.wav,16000,16000,3.38
data\raw\gary_stafford\real\gs_00498.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00498.wav,16000,16000,3.3970625
data\raw\gary_stafford\real\gs_00499.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00499.wav,16000,16000,2.7850625
data\raw\gary_stafford\real\gs_00500.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00500.wav,16000,16000,5.681
data\raw\gary_stafford\real\gs_00501.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00501.wav,16000,16000,2.9690625
data\raw\gary_stafford\real\gs_00502.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00502.wav,16000,16000,3.0290625
data\raw\gary_stafford\real\gs_00503.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00503.wav,16000,16000,2.71
data\raw\gary_stafford\real\gs_00504.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00504.wav,16000,16000,2.881
data\raw\gary_stafford\real\gs_00505.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00505.wav,16000,16000,2.7470625
data\raw\gary_stafford\real\gs_00506.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00506.wav,16000,16000,2.9070625
data\raw\gary_stafford\real\gs_00507.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00507.wav,16000,16000,3.741
data\raw\gary_stafford\real\gs_00508.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00508.wav,16000,16000,4.214
data\raw\gary_stafford\real\gs_00509.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00509.wav,16000,16000,2.5570625
data\raw\gary_stafford\real\gs_00510.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00510.wav,16000,16000,7.126
data\raw\gary_stafford\real\gs_00511.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00511.wav,16000,16000,3.5950625
data\raw\gary_stafford\real\gs_00512.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00512.wav,16000,16000,4.2690625
data\raw\gary_stafford\real\gs_00513.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00513.wav,16000,16000,3.3550625
data\raw\gary_stafford\real\gs_00514.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00514.wav,16000,16000,4.783
data\raw\gary_stafford\real\gs_00515.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00515.wav,16000,16000,3.293
data\raw\gary_stafford\real\gs_00516.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00516.wav,16000,16000,3.7130625
data\raw\gary_stafford\real\gs_00517.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00517.wav,16000,16000,3.553
data\raw\gary_stafford\real\gs_00518.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00518.wav,16000,16000,5.0950625
data\raw\gary_stafford\real\gs_00519.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00519.wav,16000,16000,3.3370625
data\raw\gary_stafford\real\gs_00520.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00520.wav,16000,16000,4.1340625
data\raw\gary_stafford\real\gs_00521.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00521.wav,16000,16000,4.5580625
data\raw\gary_stafford\real\gs_00522.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00522.wav,16000,16000,4.001
data\raw\gary_stafford\real\gs_00523.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00523.wav,16000,16000,3.432
data\raw\gary_stafford\real\gs_00524.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00524.wav,16000,16000,3.9370625
data\raw\gary_stafford\real\gs_00525.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00525.wav,16000,16000,2.5290625
data\raw\gary_stafford\real\gs_00526.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00526.wav,16000,16000,4.5270625
data\raw\gary_stafford\real\gs_00527.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00527.wav,16000,16000,4.513
data\raw\gary_stafford\real\gs_00528.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00528.wav,16000,16000,5.9080625
data\raw\gary_stafford\real\gs_00529.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00529.wav,16000,16000,3.8760625
data\raw\gary_stafford\real\gs_00530.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00530.wav,16000,16000,3.2550625
data\raw\gary_stafford\real\gs_00531.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00531.wav,16000,16000,6.673
data\raw\gary_stafford\real\gs_00532.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00532.wav,16000,16000,2.6070625
data\raw\gary_stafford\real\gs_00533.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00533.wav,16000,16000,2.8480625
data\raw\gary_stafford\real\gs_00534.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00534.wav,16000,16000,2.7460625
data\raw\gary_stafford\real\gs_00535.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00535.wav,16000,16000,7.647
data\raw\gary_stafford\real\gs_00536.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00536.wav,16000,16000,3.77
data\raw\gary_stafford\real\gs_00537.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00537.wav,16000,16000,5.6750625
data\raw\gary_stafford\real\gs_00538.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00538.wav,16000,16000,5.156
data\raw\gary_stafford\real\gs_00539.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00539.wav,16000,16000,9.454
data\raw\gary_stafford\real\gs_00540.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00540.wav,16000,16000,3.11
data\raw\gary_stafford\real\gs_00541.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00541.wav,16000,16000,2.9250625
data\raw\gary_stafford\real\gs_00542.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00542.wav,16000,16000,3.3080625
data\raw\gary_stafford\real\gs_00543.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00543.wav,16000,16000,2.981
data\raw\gary_stafford\real\gs_00544.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00544.wav,16000,16000,4.6080625
data\raw\gary_stafford\real\gs_00545.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00545.wav,16000,16000,3.4880625
data\raw\gary_stafford\real\gs_00546.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00546.wav,16000,16000,3.761
data\raw\gary_stafford\real\gs_00547.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00547.wav,16000,16000,2.801
data\raw\gary_stafford\real\gs_00548.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00548.wav,16000,16000,3.6420625
data\raw\gary_stafford\real\gs_00549.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00549.wav,16000,16000,2.7630625
data\raw\gary_stafford\real\gs_00550.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00550.wav,16000,16000,4.395
data\raw\gary_stafford\real\gs_00551.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00551.wav,16000,16000,5.8080625
data\raw\gary_stafford\real\gs_00552.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00552.wav,16000,16000,4.4780625
data\raw\gary_stafford\real\gs_00553.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00553.wav,16000,16000,3.1750625
data\raw\gary_stafford\real\gs_00554.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00554.wav,16000,16000,3.08
data\raw\gary_stafford\real\gs_00555.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00555.wav,16000,16000,3.3150625
data\raw\gary_stafford\real\gs_00556.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00556.wav,16000,16000,3.3240625
data\raw\gary_stafford\real\gs_00557.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00557.wav,16000,16000,2.8580625
